"Código de Local Educativo","Nombre de Local Educativo","IDDIST1","DEPARTAMEN","PROVINCIA","DISTRITO","Gestión","Número de Estudiantes","Número de Docentes","Siniestros Fatales Registrados","Longitud","Latitud","Zona Escolar"
"210197","05",110101,"ICA","ICA","ICA","Pública de gestión directa",521,32,NA,-75.72376,-14.06691,"Priorizada"
"210215","14 MERCEDES DIBOS DE CAMINO",110101,"ICA","ICA","ICA","Pública de gestión directa",542,26,1,-75.73369,-14.07728,"Priorizada"
"210244","22495 MICAELA GALINDO ROJAS DE CACERES",110101,"ICA","ICA","ICA","Pública de gestión directa",957,36,NA,-75.73694,-14.06688,"Priorizada"
"210277","22303 SANTA ROSA DE LIMA",110101,"ICA","ICA","ICA","Pública de gestión directa",680,30,1,-75.7372,-14.05946,"Priorizada"
"210376","132 SAGRADO CORAZON DEL NIÑO JESUS",110101,"ICA","ICA","ICA","Pública de gestión directa",339,17,NA,-75.73022,-14.05933,"Priorizada"
"210381","CABO G.C. TEODOSIO ESTEBAN FRANCO GARCIA",110101,"ICA","ICA","ICA","Pública de gestión directa",1027,49,NA,-75.72633,-14.06438,"Priorizada"
"210418","22295",110101,"ICA","ICA","ICA","Pública de gestión directa",1270,47,1,-75.73526,-14.06683,"Priorizada"
"210423","22296 OLINDA MALDONADO LLOSA",110101,"ICA","ICA","ICA","Pública de gestión directa",353,14,NA,-75.74524,-14.05958,"Priorizada"
"210442","22302 MARIA REICHE NEWMAN",110101,"ICA","ICA","ICA","Pública de gestión directa",381,17,NA,-75.74389,-14.05981,"Priorizada"
"210461","22494 JUAN XXIII",110101,"ICA","ICA","ICA","Pública de gestión directa",1098,38,NA,-75.72802,-14.06554,"Priorizada"
"210475","22521 FRANCISCO FLORES CHINARRO",110101,"ICA","ICA","ICA","Pública de gestión directa",762,35,NA,-75.72547,-14.0857,"Priorizada"
"210480","22533 ANTONIA MORENO DE CACERES",110101,"ICA","ICA","ICA","Pública de gestión directa",566,24,NA,-75.73412,-14.07882,"Priorizada"
"210499","22570",110101,"ICA","ICA","ICA","Pública de gestión directa",436,20,NA,-75.73691,-14.05231,"Priorizada"
"210507","22626 SAN ANTONIO DE PADUA",110101,"ICA","ICA","ICA","Pública de gestión directa",438,23,NA,-75.72958,-14.08773,"Priorizada"
"210512","JOSE TORIBIO POLO",110101,"ICA","ICA","ICA","Pública de gestión directa",809,60,NA,-75.73087,-14.08415,"Priorizada"
"210550","22733 REPUBLICA DE CANADA",110101,"ICA","ICA","ICA","Pública de gestión directa",541,21,NA,-75.7419,-14.05396,"Priorizada"
"210569","23007 JUDITH AYBAR DE GRANADOS",110101,"ICA","ICA","ICA","Pública de gestión directa",815,32,NA,-75.73038,-14.05923,"Priorizada"
"210574","23009",110101,"ICA","ICA","ICA","Pública de gestión directa",1222,44,NA,-75.73451,-14.06516,"Priorizada"
"210593","23008 EZEQUIEL SANCHEZ GUERRERO",110101,"ICA","ICA","ICA","Pública de gestión directa",1127,49,NA,-75.72976,-14.05978,"Priorizada"
"210606","FERMIN TANGUIS",110101,"ICA","ICA","ICA","Pública de gestión directa",921,60,NA,-75.74572,-14.05047,"Priorizada"
"210611","JOSE DE LA TORRE UGARTE",110101,"ICA","ICA","ICA","Pública de gestión directa",785,38,NA,-75.72169,-14.07674,"Priorizada"
"210625","22292 JOSE OLAYA BALANDRA",110101,"ICA","ICA","ICA","Pública de gestión directa",705,33,NA,-75.74857,-14.07388,"Priorizada"
"210630","MARGARITA SANTA ANA DE BENAVIDES",110101,"ICA","ICA","ICA","Pública de gestión directa",1680,80,NA,-75.726188,-14.068723,"Priorizada"
"210649","NUESTRA SEÑORA DE LAS MERCEDES",110101,"ICA","ICA","ICA","Pública de gestión directa",2546,145,NA,-75.736226,-14.065379,"Priorizada"
"210654","SAN LUIS GONZAGA",110101,"ICA","ICA","ICA","Pública de gestión directa",3171,184,1,-75.73309,-14.06507,"Priorizada"
"210705","ANTONIA MORENO DE CACERES",110101,"ICA","ICA","ICA","Pública de gestión directa",1036,78,NA,-75.73504,-14.07652,"Priorizada"
"210734","DIVINO NIÑO JESUS",110101,"ICA","ICA","ICA","Pública de gestión directa",92,28,1,-75.73345,-14.07721,"Priorizada"
"210809","23590 ABRAHAM VALDELOMAR",110101,"ICA","ICA","ICA","Pública de gestión directa",335,14,NA,-75.7334,-14.09612,"Priorizada"
"210828","26",110101,"ICA","ICA","ICA","Pública de gestión directa",143,6,1,-75.73676,-14.05915,"Priorizada"
"210852","LA INMACULADA",110101,"ICA","ICA","ICA","Privada",438,26,NA,-75.729005,-14.062905,"Priorizada"
"210989","DE LA CRUZ",110101,"ICA","ICA","ICA","Privada",618,64,NA,-75.75128,-14.08831,"Priorizada"
"211168","PITAGORAS",110101,"ICA","ICA","ICA","Privada",393,34,NA,-75.72998,-14.06303,"Priorizada"
"211314","SANTA ROSA DE LAS AMERICAS",110101,"ICA","ICA","ICA","Privada",588,45,NA,-75.724995,-14.066787,"Priorizada"
"211352","PERUANO CANADIENSE",110101,"ICA","ICA","ICA","Privada",513,53,NA,-75.75047,-14.04574,"Priorizada"
"211366","SAN JOSE",110101,"ICA","ICA","ICA","Privada",628,59,NA,-75.73131,-14.06969,"Priorizada"
"211371","SAN VICENTE",110101,"ICA","ICA","ICA","Privada",1317,90,1,-75.739995,-14.067873,"Priorizada"
"211743","ALAS PERUANAS",110101,"ICA","ICA","ICA","Privada",478,44,NA,-75.727245,-14.066339,"Priorizada"
"542291","JUAN PABLO II",110101,"ICA","ICA","ICA","Privada",33,4,1,-75.74196,-14.0434,"Priorizada"
"576144","JOSE CARLOS MARIATEGUI",110101,"ICA","ICA","ICA","Privada",970,56,NA,-75.73924,-14.08117,"Priorizada"
"576158","MIS PRIMEROS MOMENTOS",110101,"ICA","ICA","ICA","Privada",34,4,1,-75.73689,-14.08061,"Priorizada"
"576709","INTERNACIONAL ELIM",110101,"ICA","ICA","ICA","Privada",332,20,NA,-75.74021,-14.06141,"Priorizada"
"608499","SANTISIMO JESUS",110101,"ICA","ICA","ICA","Privada",656,39,NA,-75.74951,-14.08564,"Priorizada"
"634120","COLOREANDO",110101,"ICA","ICA","ICA","Privada",47,3,1,-75.73609,-14.0666,"Priorizada"
"634380","22299 CARLOS CUETO FERNANDINI",110101,"ICA","ICA","ICA","Pública de gestión directa",878,36,NA,-75.72748,-14.07166,"Priorizada"
"634422","22704 SEÑOR DE LA DIVINA MISERICORDIA",110101,"ICA","ICA","ICA","Pública de gestión directa",384,17,NA,-75.7431,-14.04544,"Priorizada"
"634455","22741",110101,"ICA","ICA","ICA","Pública de gestión directa",491,20,NA,-75.76831,-14.08024,"Priorizada"
"634460","22305 JULIO CESAR TELLO",110101,"ICA","ICA","ICA","Pública de gestión directa",1240,59,NA,-75.74841,-14.05632,"Priorizada"
"634728","PORTAL DE BELEN",110101,"ICA","ICA","ICA","Privada",87,10,1,-75.73879,-14.07689,"Priorizada"
"634907","CASTILLO MAGICO",110101,"ICA","ICA","ICA","Privada",56,6,1,-75.73797,-14.0708,"Priorizada"
"634969","SANTISIMO CRISTO MORENO",110101,"ICA","ICA","ICA","Privada",1077,73,NA,-75.73729,-14.06744,"Priorizada"
"635186","MI PEQUEÑO PARAISO",110101,"ICA","ICA","ICA","Privada",77,9,1,-75.72346,-14.08618,"Priorizada"
"635191","SEÑOR DE LUREN",110101,"ICA","ICA","ICA","Privada",487,55,NA,-75.727032,-14.073056,"Priorizada"
"651505","FAMILY SCHOOL",110101,"ICA","ICA","ICA","Privada",131,20,1,-75.73603,-14.06908,"Priorizada"
"717969","DATA SYSTEM'S INGENIEROS",110101,"ICA","ICA","ICA","Privada",578,64,NA,-75.74992,-14.08021,"Priorizada"
"738486","SAN IGNACIO SCHOOL",110101,"ICA","ICA","ICA","Privada",566,44,NA,-75.72437,-14.10064,"Priorizada"
"779839","INNOVA SCHOOLS - ICA",110101,"ICA","ICA","ICA","Privada",775,41,NA,-75.75002,-14.04917,"Priorizada"
"783394","SAN FRANCISCO COLLEGE",110101,"ICA","ICA","ICA","Privada",869,71,NA,-75.75326,-14.07832,"Priorizada"
"803453","GENIOMATIC RODAS",110101,"ICA","ICA","ICA","Privada",502,33,NA,-75.73898,-14.06411,"Priorizada"
"814668","ANDRES BELLO",110101,"ICA","ICA","ICA","Privada",428,15,NA,-75.73136,-14.06241,"Priorizada"
"815074","22800 COPRODELI SAN FERNANDO",110101,"ICA","ICA","ICA","Pública de gestión privada",362,15,NA,-75.80826,-14.06617,"Priorizada"
"860660","COAR ICA",110101,"ICA","ICA","ICA","Pública de gestión directa",336,49,NA,-75.747541,-14.04912,"Priorizada"
