"Código de Local Educativo","Nombre de Local Educativo","IDDIST1","DEPARTAMEN","PROVINCIA","DISTRITO","Gestión","Número de Estudiantes","Número de Docentes","Siniestros Fatales Registrados","Longitud","Latitud","Zona Escolar"
"60763","40037 HUMBERTO LEON GARCIA",40108,"AREQUIPA","AREQUIPA","LA JOYA","Pública de gestión directa",364,17,1,-71.818556,-16.42259,"Priorizada"
"60782","40062",40108,"AREQUIPA","AREQUIPA","LA JOYA","Pública de gestión directa",517,21,NA,-71.8224,-16.425812,"Priorizada"
"60800","40064 CAP. FAP RAUL VERA C.",40108,"AREQUIPA","AREQUIPA","LA JOYA","Pública de gestión directa",617,23,NA,-71.845928,-16.493678,"Priorizada"
"60819","EL CRUCE",40108,"AREQUIPA","AREQUIPA","LA JOYA","Pública de gestión directa",627,40,NA,-71.838685,-16.494192,"Priorizada"
"60857","40068",40108,"AREQUIPA","AREQUIPA","LA JOYA","Pública de gestión directa",323,15,NA,-71.819639,-16.477495,"Priorizada"
"60937","40326 JUAN VELASCO ALVARADO",40108,"AREQUIPA","AREQUIPA","LA JOYA","Pública de gestión directa",453,28,NA,-71.885351,-16.685581,"Priorizada"
"60956","CARLOS W. SUTTON",40108,"AREQUIPA","AREQUIPA","LA JOYA","Pública de gestión directa",1005,64,NA,-71.819927,-16.423611,"Priorizada"
"61140","JESUS",40108,"AREQUIPA","AREQUIPA","LA JOYA","Pública de gestión privada",372,29,NA,-71.8167,-16.423305,"Priorizada"
"801675","BRYCE LA JOYA",40108,"AREQUIPA","AREQUIPA","LA JOYA","Privada",323,30,NA,-71.82009,-16.42479,"Priorizada"
"837245","SEMILLITAS DE MI BUEN JESUS",40108,"AREQUIPA","AREQUIPA","LA JOYA","Pública de gestión directa",37,2,1,-71.84616,-16.49824,"Priorizada"
"864875","SEÑOR DE LOS MILAGROS DE LA JOYA",40108,"AREQUIPA","AREQUIPA","LA JOYA","Privada",179,15,1,-71.83705,-16.49566,"Priorizada"
