"Código de Local Educativo","Nombre de Local Educativo","IDDIST1","DEPARTAMEN","PROVINCIA","DISTRITO","Gestión","Número de Estudiantes","Número de Docentes","Siniestros Fatales Registrados","Longitud","Latitud","Zona Escolar"
"213252","22346 SAN MARTIN DE PORRAS",110111,"ICA","ICA","SANTIAGO","Pública de gestión directa",1160,61,NA,-75.713542,-14.203205,"Priorizada"
"213266","47 VIRGEN DE CHAPI",110111,"ICA","ICA","SANTIAGO","Pública de gestión directa",178,9,1,-75.67922,-14.289188,"Priorizada"
"213332","75",110111,"ICA","ICA","SANTIAGO","Pública de gestión directa",54,3,1,-75.683819,-14.270852,"Priorizada"
"213370","22353 ANTONIO RAIMONDI DELL'ACQUA",110111,"ICA","ICA","SANTIAGO","Pública de gestión directa",95,7,1,-75.715922,-14.144865,"Priorizada"
"213389","22355 MARIA DARQUEA DE CABRERA",110111,"ICA","ICA","SANTIAGO","Pública de gestión directa",631,30,NA,-75.714213,-14.187364,"Priorizada"
"213445","22499",110111,"ICA","ICA","SANTIAGO","Pública de gestión directa",39,2,1,-75.715349,-14.177918,"Priorizada"
"213493","22732",110111,"ICA","ICA","SANTIAGO","Pública de gestión directa",170,8,1,-75.672221,-14.272625,"Priorizada"
"213515","ADELA LENGUA DE CALDERON",110111,"ICA","ICA","SANTIAGO","Pública de gestión directa",679,13,NA,-75.682199,-14.286994,"Priorizada"
"213520","FRAY RAMON ROJAS",110111,"ICA","ICA","SANTIAGO","Pública de gestión directa",535,37,NA,-75.714136,-14.186817,"Priorizada"
"213539","SEBASTIAN BARRANCA",110111,"ICA","ICA","SANTIAGO","Pública de gestión directa",756,40,1,-75.714405,-14.184393,"Priorizada"
"568257","302",110111,"ICA","ICA","SANTIAGO","Pública de gestión directa",130,6,2,-75.714261,-14.206292,"Priorizada"
"634511","22350",110111,"ICA","ICA","SANTIAGO","Pública de gestión directa",682,27,NA,-75.678317,-14.285386,"Priorizada"
