"Código de Local Educativo","Nombre de Local Educativo","IDDIST1","DEPARTAMEN","PROVINCIA","DISTRITO","Gestión","Número de Estudiantes","Número de Docentes","Siniestros Fatales Registrados","Longitud","Latitud","Zona Escolar"
"310026","005 JESUSITO MILAGROSO",150116,"LIMA","LIMA","LINCE","Pública de gestión directa",348,17,NA,-77.03167,-12.08276,"Priorizada"
"310031","1059 MARIA INMACULADA",150116,"LIMA","LIMA","LINCE","Pública de gestión directa",598,32,NA,-77.03168,-12.0827,"Priorizada"
"310045","1057 JOSE BAQUIJANO Y CARRILLO",150116,"LIMA","LIMA","LINCE","Pública de gestión directa",838,50,NA,-77.0414,-12.08181,"Priorizada"
"310050","1070 MELITON CARVAJAL",150116,"LIMA","LIMA","LINCE","Pública de gestión directa",2232,138,NA,-77.02604,-12.08481,"Priorizada"
"310111","MICAELA BASTIDAS DE CONDORCANQUI",150116,"LIMA","LIMA","LINCE","Pública de gestión directa",379,26,NA,-77.04226,-12.08644,"Priorizada"
"310125","SANTA ROSA DE LIMA",150116,"LIMA","LIMA","LINCE","Privada",835,77,NA,-77.038986,-12.087214,"Priorizada"
"310309","DALTON",150116,"LIMA","LIMA","LINCE","Privada",460,33,NA,-77.03346,-12.0827,"Priorizada"
"310347","MI HOGAR Y ESCUELA",150116,"LIMA","LIMA","LINCE","Privada",371,24,1,-77.04375,-12.08426,"Priorizada"
"310371","SACO OLIVEROS DE LINCE",150116,"LIMA","LIMA","LINCE","Privada",661,36,NA,-77.03829,-12.08139,"Priorizada"
"624277","ILLARIY",150116,"LIMA","LIMA","LINCE","Privada",36,9,1,-77.04815,-12.08549,"Priorizada"
"701949","HIJOS DE MARIA",150116,"LIMA","LIMA","LINCE","Privada",53,6,2,-77.03386,-12.07997,"Priorizada"
"705424","SOR INES",150116,"LIMA","LIMA","LINCE","Privada",343,27,NA,-77.037,-12.08162,"Priorizada"
"831781","KASNER",150116,"LIMA","LIMA","LINCE","Privada",50,6,1,-77.04237,-12.08363,"Priorizada"
"848625","ALBERTO BENJAMIN SIMPSON",150116,"LIMA","LIMA","LINCE","Privada",467,46,NA,-77.03383,-12.08747,"Priorizada"
