"Código de Local Educativo","Nombre de Local Educativo","IDDIST1","DEPARTAMEN","PROVINCIA","DISTRITO","Gestión","Número de Estudiantes","Número de Docentes","Siniestros Fatales Registrados","Longitud","Latitud","Zona Escolar"
"102471","SAN JUAN BAUTISTA",150112,"LIMA","LIMA","INDEPENDENCIA","Privada",483,25,NA,-77.053193,-12.002377,"Priorizada"
"305671","09 J. WILLIAM FULBRIGHT",150112,"LIMA","LIMA","INDEPENDENCIA","Pública de gestión directa",1064,63,NA,-77.04955,-11.9818,"Priorizada"
"305727","0385 JOSE OLAYA",150112,"LIMA","LIMA","INDEPENDENCIA","Pública de gestión directa",248,11,1,-77.03917,-11.96767,"Priorizada"
"305732","0386 VICTOR RAUL HAYA DE LA TORRE",150112,"LIMA","LIMA","INDEPENDENCIA","Pública de gestión directa",375,18,NA,-77.05746,-11.97702,"Priorizada"
"305770","0390-3 TAHUANTINSUYO",150112,"LIMA","LIMA","INDEPENDENCIA","Pública de gestión directa",332,17,NA,-77.0403,-11.9805,"Priorizada"
"305789","INDEPENDENCIA",150112,"LIMA","LIMA","INDEPENDENCIA","Pública de gestión directa",1636,82,1,-77.0512,-11.9975,"Priorizada"
"305794","0390-6 VIRGEN DE FATIMA",150112,"LIMA","LIMA","INDEPENDENCIA","Pública de gestión directa",418,22,NA,-77.0534,-11.9908,"Priorizada"
"305807","2034 REPUBLICA DE IRLANDA",150112,"LIMA","LIMA","INDEPENDENCIA","Pública de gestión directa",404,19,NA,-77.04115,-11.99055,"Priorizada"
"305812","2036 MARIA AUXILIADORA",150112,"LIMA","LIMA","INDEPENDENCIA","Pública de gestión directa",504,21,NA,-77.04605,-11.99068,"Priorizada"
"305826","2039 JORGE VICTOR CASTILLA MONTERO",150112,"LIMA","LIMA","INDEPENDENCIA","Pública de gestión directa",779,36,NA,-77.0416,-12.0003,"Priorizada"
"305831","2041 INCA GARCILASO DE LA VEGA",150112,"LIMA","LIMA","INDEPENDENCIA","Pública de gestión directa",860,48,1,-77.03948,-11.96832,"Priorizada"
"305845","2052 MARIA AUXILIADORA",150112,"LIMA","LIMA","INDEPENDENCIA","Pública de gestión directa",767,48,NA,-77.05,-11.97215,"Priorizada"
"305850","2053 FRANCISCO BOLOGNESI CERVANTES",150112,"LIMA","LIMA","INDEPENDENCIA","Pública de gestión directa",1407,65,NA,-77.0498,-11.9906,"Priorizada"
"305869","2054 NUESTRA SEÑORA DE FATIMA",150112,"LIMA","LIMA","INDEPENDENCIA","Pública de gestión directa",772,30,NA,-77.04978,-12.00723,"Priorizada"
"305874","2056 JOSE GALVEZ",150112,"LIMA","LIMA","INDEPENDENCIA","Pública de gestión directa",658,34,NA,-77.0523,-12.0062,"Priorizada"
"305888","2057 JOSE GABRIEL CONDORCANQUI",150112,"LIMA","LIMA","INDEPENDENCIA","Pública de gestión directa",2243,107,NA,-77.0456,-11.9715,"Priorizada"
