"IDDIST","DISTRITO","Código de Local Educativo","Nombre de Local Educativo","Gestión","Número de Estudiantes","Número de Docentes","Siniestros Fatales Registrados","Longitud","Latitud","Local Educativo Priorizado (preliminar)"
"030604","HUACCANA","052602","45 JORDAN DE JESUS","Pública de gestión directa",69,5,"NA",-73.69044,-13.38841,"No"
"030604","HUACCANA","052616","106","Pública de gestión directa",15,1,"NA",-73.6783,-13.3386,"No"
"030604","HUACCANA","052621","252","Pública de gestión directa",25,2,"NA",-73.7389,-13.3335,"No"
"030604","HUACCANA","052635","475-1","Pública de gestión directa",50,3,"NA",-73.8087,-13.4953,"No"
"030604","HUACCANA","052659","54201","Pública de gestión directa",215,15,"NA",-73.69007,-13.387724,"No"
"030604","HUACCANA","052664","54479","Pública de gestión directa",12,2,"NA",-73.722593,-13.383487,"No"
"030604","HUACCANA","052683","54203","Pública de gestión directa",66,5,"NA",-73.679633,-13.339015,"No"
"030604","HUACCANA","052697","54204","Pública de gestión directa",54,4,"NA",-73.6741,-13.3615,"No"
"030604","HUACCANA","052701","54223 JOSE ANTONIO ENCINAS FRANCO","Pública de gestión directa",112,8,"1",-73.737331,-13.333739,"Sí"
"030604","HUACCANA","052715","54235","Pública de gestión directa",175,12,"NA",-73.808792,-13.497042,"No"
"030604","HUACCANA","052720","54247","Pública de gestión directa",32,3,"NA",-73.757109,-13.295748,"No"
"030604","HUACCANA","052739","54248","Pública de gestión directa",25,3,"NA",-73.6828,-13.37366,"No"
"030604","HUACCANA","052744","54303","Pública de gestión directa",3,1,"NA",-73.7272,-13.3517,"No"
"030604","HUACCANA","052758","54533","Pública de gestión directa",118,7,"NA",-73.6743,-13.3532,"No"
"030604","HUACCANA","052763","54534","Pública de gestión directa",34,2,"NA",-73.697719,-13.39028,"No"
"030604","HUACCANA","052782","54618","Pública de gestión directa",24,3,"NA",-73.70024,-13.36148,"No"
"030604","HUACCANA","052796","54815","Pública de gestión directa",5,1,"NA",-73.698898,-13.39703,"No"
"030604","HUACCANA","052819","54819","Pública de gestión directa",38,3,"NA",-73.7082,-13.3863,"No"
"030604","HUACCANA","052824","54559","Pública de gestión directa",11,1,"NA",-73.7201,-13.3258,"No"
"030604","HUACCANA","052838","54818","Pública de gestión directa",24,3,"NA",-73.6605,-13.3727,"No"
"030604","HUACCANA","052843","JOSE MARIA FLORES","Pública de gestión directa",481,30,"NA",-73.68875,-13.387572,"Sí"
"030604","HUACCANA","052857","ANDRES AVELLINO CACERES","Pública de gestión directa",198,24,"NA",-73.674782,-13.354665,"No"
"030604","HUACCANA","052862","CESAR VALLEJO","Pública de gestión directa",145,21,"1",-73.737345,-13.334307,"Sí"
"030604","HUACCANA","052876","JORGE BASADRE GOHMANN","Pública de gestión directa",48,9,"NA",-73.6787,-13.3429,"No"
"030604","HUACCANA","242103","475-33","Pública de gestión directa",9,1,"NA",-73.692434,-13.379987,"No"
"030604","HUACCANA","242141","475-41","Pública de gestión directa",35,2,"1",-73.81282,-13.489124,"Sí"
"030604","HUACCANA","242155","475-36","Pública de gestión directa",9,1,"NA",-73.7013,-13.3611,"No"
"030604","HUACCANA","242382","475-37","Pública de gestión directa",26,2,"NA",-73.7084,-13.3856,"No"
"030604","HUACCANA","243305","475-35","Pública de gestión directa",21,2,"NA",-73.7565,-13.2971,"No"
"030604","HUACCANA","243980","475-34","Pública de gestión directa",5,1,"NA",-73.67474,-13.36063,"No"
"030604","HUACCANA","516150","475-47","Pública de gestión directa",11,1,"NA",-73.68428,-13.37345,"No"
"030604","HUACCANA","527139","487","Pública de gestión directa",8,1,"NA",-73.69783,-13.38979,"No"
"030604","HUACCANA","538331","CIRO ALEGRIA","Pública de gestión directa",119,12,"NA",-73.8105,-13.4973,"No"
"030604","HUACCANA","544394","954","Pública de gestión directa",2,1,"NA",-73.72024,-13.32747,"No"
"030604","HUACCANA","544544","475-18 SANTA ROSA","Pública de gestión directa",39,3,"NA",-73.673627,-13.355903,"No"
"030604","HUACCANA","549136","489","Pública de gestión directa",11,1,"NA",-73.6609,-13.372,"No"
"030604","HUACCANA","624437","902","Pública de gestión directa",18,1,"NA",-73.6791,-13.3551,"No"
"030604","HUACCANA","624461","905","Pública de gestión directa",6,1,"NA",-73.72708,-13.35181,"No"
"030604","HUACCANA","632885","953","Pública de gestión directa",9,1,"NA",-73.72618,-13.33496,"No"
"030604","HUACCANA","632890","955","Pública de gestión directa",3,1,"NA",-73.6986,-13.39705,"No"
"030604","HUACCANA","827034","PRITE HUACCANA","Pública de gestión directa",15,1,"NA",-73.69118,-13.38637,"No"
"030604","HUACCANA","832078","CEBE HUACCANA","Pública de gestión directa",9,1,"NA",-73.69109,-13.38652,"No"
