"Código de Local Educativo","Nombre de Local Educativo","IDDIST1","DEPARTAMEN","PROVINCIA","DISTRITO","Gestión","Número de Estudiantes","Número de Docentes","Siniestros Fatales Registrados","Longitud","Latitud","Zona Escolar"
"218103","BANDERA DEL PERU",110501,"ICA","PISCO","PISCO","Pública de gestión directa",1999,97,NA,-76.20736,-13.71081,"Priorizada"
"218117","JOSE DE SAN MARTIN",110501,"ICA","PISCO","PISCO","Pública de gestión directa",1618,96,NA,-76.2183,-13.7173,"Priorizada"
"218122","22454 MIGUEL GRAU SEMINARIO",110501,"ICA","PISCO","PISCO","Pública de gestión directa",626,39,NA,-76.20282,-13.7042,"Priorizada"
"218136","22469",110501,"ICA","PISCO","PISCO","Pública de gestión directa",655,39,NA,-76.15345,-13.70046,"Priorizada"
"218155","182",110501,"ICA","PISCO","PISCO","Pública de gestión directa",665,25,NA,-76.20699,-13.7116,"Priorizada"
"218259","22455 JOSE DE LA TORRE UGARTE",110501,"ICA","PISCO","PISCO","Pública de gestión directa",933,35,NA,-76.20891,-13.71073,"Priorizada"
"218278","22459 JULIO C. TELLO",110501,"ICA","PISCO","PISCO","Pública de gestión directa",830,32,NA,-76.20597,-13.7116,"Priorizada"
"218283","22460",110501,"ICA","PISCO","PISCO","Pública de gestión directa",307,15,NA,-76.21516,-13.70885,"Priorizada"
"218297","22462 HILDA BRINGAS QUINTANILLA",110501,"ICA","PISCO","PISCO","Pública de gestión directa",679,27,NA,-76.19878,-13.71314,"Priorizada"
"218315","22464 REPUBLICA ARGENTINA",110501,"ICA","PISCO","PISCO","Pública de gestión directa",700,27,NA,-76.20754,-13.71165,"Priorizada"
"218320","22488 JORGE CHAVEZ DARTNELL",110501,"ICA","PISCO","PISCO","Pública de gestión directa",567,22,NA,-76.20731,-13.71278,"Priorizada"
"218339","22540 NUESTRA SEÑORA DE GUADALUPE",110501,"ICA","PISCO","PISCO","Pública de gestión directa",368,17,NA,-76.20935,-13.70951,"Priorizada"
"218396","RAUL PORRAS BARRENECHEA",110501,"ICA","PISCO","PISCO","Pública de gestión directa",628,35,NA,-76.19714,-13.71499,"Priorizada"
"218419","SANTA LUISA DE MARILLAC",110501,"ICA","PISCO","PISCO","Privada",805,41,NA,-76.20712,-13.70864,"Priorizada"
"218443","NUESTRA SEÑORA DEL CARMEN",110501,"ICA","PISCO","PISCO","Privada",340,29,NA,-76.20085,-13.70853,"Priorizada"
"218688","ANTONIO RAIMONDI SAC",110501,"ICA","PISCO","PISCO","Privada",602,24,NA,-76.19917,-13.71683,"Priorizada"
"218749","ALEXANDER VON HUMBOLDT",110501,"ICA","PISCO","PISCO","Privada",373,30,NA,-76.20874,-13.70961,"Priorizada"
"549184","EMILIA BARCIA BONIFATTI",110501,"ICA","PISCO","PISCO","Privada",373,39,NA,-76.21175,-13.71571,"Priorizada"
"571269","22777 NUESTRA SEÑORA DE LAS AMERICAS DE COPRODELI",110501,"ICA","PISCO","PISCO","Pública de gestión privada",689,30,NA,-76.194945,-13.706238,"Priorizada"
"639518","ALEXANDER VON HUMBOLDT",110501,"ICA","PISCO","PISCO","Privada",387,36,NA,-76.21107,-13.71027,"Priorizada"
"760401","907",110501,"ICA","PISCO","PISCO","Pública de gestión directa",69,3,1,-76.19602,-13.71718,"Priorizada"
"781743","INGENIERIA DE PISCO",110501,"ICA","PISCO","PISCO","Privada",350,15,NA,-76.20383,-13.72222,"Priorizada"
"807875","SACO OLIVEROS",110501,"ICA","PISCO","PISCO","Privada",729,57,NA,-76.20386,-13.72433,"Priorizada"
