"IDDIST","DISTRITO","Código de Local Educativo","Nombre de Local Educativo","Gestión","Número de Estudiantes","Número de Docentes","Siniestros Fatales Registrados","Longitud","Latitud","Local Educativo Priorizado (preliminar)"
"021702","CATAC","019349","86251","Pública de gestión directa",4,1,"NA",-77.27278,-10.05859,"No"
"021702","CATAC","019354","86917","Pública de gestión directa",8,1,"NA",-77.23647,-10.12925,"No"
"021702","CATAC","033147","232","Pública de gestión directa",96,6,"1",-77.43055,-9.80241,"Sí"
"021702","CATAC","033152","415","Pública de gestión directa",35,2,"NA",-77.427545,-9.807376,"No"
"021702","CATAC","033166","418","Pública de gestión directa",7,1,"NA",-77.412702,-9.837208,"No"
"021702","CATAC","033171","87508 DON MIGUEL DE CERVANTES SAAVEDRA","Pública de gestión directa",13,1,"NA",-77.422341,-9.822659,"No"
"021702","CATAC","033185","86577 CESAR VALLEJO MENDOZA","Pública de gestión directa",957,88,"1",-77.430258,-9.802337,"Sí"
"021702","CATAC","033190","86598","Pública de gestión directa",21,2,"NA",-77.413116,-9.834502,"No"
"021702","CATAC","033208","86611","Pública de gestión directa",8,1,"1",-77.292235,-10.124075,"Sí"
"021702","CATAC","033213","86613 FRAY MARTIN DE PORRES","Pública de gestión directa",21,3,"NA",-77.436784,-9.795075,"No"
"021702","CATAC","033227","86890 JUAN PABLO II","Pública de gestión directa",37,4,"NA",-77.433385,-9.793652,"No"
"021702","CATAC","529223","421","Pública de gestión directa",12,1,"NA",-77.430743,-9.79791,"No"
"021702","CATAC","529237","SANTA ROSA","Privada",121,22,"NA",-77.4329,-9.797994,"No"
"021702","CATAC","542088","422","Pública de gestión directa",7,1,"NA",-77.294231,-10.120663,"No"
"021702","CATAC","632526","033","Pública de gestión directa",18,2,"NA",-77.43605,-9.7969,"No"
"021702","CATAC","728265","622","Pública de gestión directa",34,2,"NA",-77.433278,-9.793226,"No"
"021702","CATAC","728270","623","Pública de gestión directa",2,1,"NA",-77.273233,-10.058334,"No"
